name;age;segment;city;zip_code;state;region
Ken Lonsdale;68.0;Consumer;University City;63130;MO;Central
Cindy Stewart;68.0;Corporate;Prescott;86301;Arizona;West
Vicky Freymann;68.0;Home Office;Roseville;48066;Michigan;Central
Allen Armold;68.0;Home Office;Visalia;93277;California;West
Adrian Shami;68.0;Consumer;Redmond;98052;Washington;West
Larry Tron;68.0;Home Office;Holladay;84117;Utah;West
Muhammed MacIntyre;68.0;Small Business;Hoffman Estates;60194;Illinois;Central
Jennifer Patt;68.0;Home Office;Bennington;5201;Vermont;East
Alejandro Grove;68.0;Corporate;Canton;44708;Ohio;East
Sarah Brown;68.0;Consumer;Depew;14043;New York;East
Roland Fjeld;68.0;Corporate;El Cajon;92020;California;West
Jennifer Patt;68.0;Home Office;Waterville;4901;Maine;East
Hunter Lopez;68.0;Consumer;Bennington;5201;Vermont;East
Maria Zettner;68.0;Corporate;Watertown;53094;Wisconsin;Central
Adam Hart;68.0;Corporate;Lake Forest;92630;California;West
Hunter Lopez;68.0;Consumer;Shrewsbury;1545;MA;East
Bill Donatelli;68.0;Corporate;Fremont;68025;Nebraska;Central
Anna Chung;68.0;Home Office;El Mirage;85335;Arizona;West
Tony Sayre;68.0;Small Business;North Babylon;11703;New York;East
Brendan Murry;68.0;Corporate;Gilroy;95020;California;West
Scott Cohen;68.0;Consumer;Mount Vernon;43050;Ohio;East
David Flashing;68.0;Home Office;Bristol;6010;Connecticut;East
Thea Hendricks;68.0;Home Office;Twentynine Palms;92277;California;West
Brian Stugart;68.0;Consumer;Mineral Wells;76067;Texas;Central
Christopher Conant;68.0;Home Office;Tacoma;98408;Washington;West
Harold Ryan;68.0;Home Office;Westerville;43081;Ohio;East
Nora Paige;68.0;Consumer;Bangor;4401;Maine;East
Naresj Patel;68.0;Corporate;Keller;76248;Texas;Central
Anthony Witt;68.0;Corporate;Deer Park;77536;Texas;Central
Suzanne McNair;68.0;Small Business;Slidell;70458;Louisiana;South
Hallie Redmond;68.0;Home Office;Ferguson;63135;MO;Central
Carlos Soltero;68.0;Consumer;Columbus;47201;Indiana;Central
Anna Andreadi;68.0;Small Business;Overland Park;66212;Kansas;Central
Arthur Wiediger;68.0;Corporate;San Juan;78589;Texas;Central
Cynthia Arntzen;68.0;Small Business;Spring Hill;37174;Tennessee;South
Rob Dowd;68.0;Corporate;Midland;48640;Michigan;Central
Barry Franz;68.0;Corporate;West Mifflin;15122;Pennsylvania;East
Fred McMath;68.0;Small Business;Dover;7801;New Jersey;East
Denny Ordway;68.0;Small Business;Yucaipa;92399;California;West
Raymond Book;68.0;Consumer;Bothell;98011;Washington;West
Odella Nelson;68.0;Small Business;York;17403;Pennsylvania;East
Laurel Elliston;68.0;Home Office;East Massapequa;11758;New York;East
Andrew Gjertsen;68.0;Consumer;Oak Forest;60452;Illinois;Central
Erin Creighton;68.0;Corporate;Cedar Hill;75104;Texas;Central
Rachel Payne;68.0;Consumer;Pensacola;32503;Florida;South
Lycoris Saunders;68.0;Corporate;Jacksonville;28540;North Carolina;South
Lycoris Saunders;68.0;Corporate;Kannapolis;28081;North Carolina;South
Tracy Poddar;68.0;Corporate;Mount Vernon;43050;Ohio;East
Doug Jacobs;68.0;Home Office;Edison;8817;New Jersey;East
Doug Jacobs;68.0;Home Office;East Brunswick;8816;New Jersey;East
Greg Tran;68.0;Home Office;Silver Spring;20901;Maryland;East
Hilary Holden;68.0;Corporate;Michigan City;46360;Indiana;Central
Chuck Clark;68.0;Corporate;North Las Vegas;89031;Nevada;West
Logan Haushalter;68.0;Corporate;New Castle;47362;Indiana;Central
Hilary Holden;68.0;Corporate;Mishawaka;46544;Indiana;Central
Edward Nazzal;68.0;Home Office;The Woodlands;77381;Texas;Central
Stefania Perrino;68.0;Corporate;Concord;1742;MA;East
Stefania Perrino;68.0;Corporate;Murray;42071;Kentucky;South
Maya Herman;68.0;Corporate;Rome;30161;Georgia;South
Lindsay Williams;68.0;Corporate;Rogers;72756;Arkansas;South
Grant Donatelli;68.0;Consumer;Charleston;25314;West Virginia;East
Grant Donatelli;68.0;Consumer;Cheyenne;82001;Wyoming;West
Roy Skaria;68.0;Corporate;Fruit Cove;32259;Florida;South
Mike Pelletier;68.0;Small Business;Gurnee;60031;Illinois;Central
Roy Skaria;68.0;Corporate;Gainesville;32601;Florida;South
Ken Lonsdale;68.0;Consumer;West Linn;97068;Oregon;West
Dana Kaydos;68.0;Corporate;Shoreview;55126;Minnesota;Central
Rob Dowd;68.0;Corporate;Livonia;48154;Michigan;Central
Ken Lonsdale;68.0;Consumer;Louisville;80027;Colorado;West
Lindsay Shagiari;68.0;Home Office;Massillon;44646;Ohio;East
Todd Boyes;68.0;Small Business;Sun Prairie;53590;Wisconsin;Central
Todd Boyes;68.0;Small Business;Superior;54880;Wisconsin;Central
Victoria Wilson;68.0;Home Office;Wauwatosa;53213;Wisconsin;Central
Jonathan Doherty;68.0;Corporate;Greensboro;27405;North Carolina;South
Maureen Gastineau;68.0;Consumer;Mansfield;2048;MA;East
Maureen Gastineau;68.0;Consumer;Norwich;6360;Connecticut;East
Maureen Gastineau;68.0;Consumer;Claremont;91711;California;West
Patrick Bzostek;68.0;Consumer;Davis;95616;California;West
Nicole Brennan;68.0;Consumer;Costa Mesa;92627;California;West
Sean O'Donnell;68.0;Corporate;Springfield;45503;Ohio;East
Shahid Shariari;68.0;Corporate;Pontiac;48342;Michigan;Central
Nora Price;68.0;Small Business;Virginia Beach;23464;Virginia;South
Muhammed Yedwab;68.0;Consumer;Richmond;23223;Virginia;South
Peter McVee;68.0;Small Business;Scotch Plains;7076;New Jersey;East
Sandra Flanagan;68.0;Home Office;Gahanna;43230;Ohio;East
Peter McVee;68.0;Small Business;Phillipsburg;8865;New Jersey;East
Rob Haberlin;68.0;Consumer;Pittsburgh;15122;Pennsylvania;East
Tonja Turnell;68.0;Consumer;Lynnwood;98037;Washington;West
Lena Hernandez;69.0;Home Office;Eastpointe;48021;Michigan;Central
Caroline Jumper;68.0;Corporate;White Plains;10605;New York;East
Tanja Norvell;68.0;Corporate;Saint Cloud;34769;Florida;South
Toby Carlisle;69.0;Home Office;Depew;14043;New York;East
Susan Vittorini;68.0;Corporate;Melrose Park;60160;Illinois;Central
Sung Pak;69.0;Small Business;Pocatello;83201;Idaho;West
Shirley Daniels;69.0;Corporate;Rome;13440;New York;East
Chuck Magee;69.0;Corporate;Florence;41042;Kentucky;South
Patrick Jones;69.0;Home Office;Prattville;36067;Alabama;South
Penelope Sewall;69.0;Home Office;Miramar;33023;Florida;South
Nora Price;69.0;Home Office;Richmond;23223;Virginia;South
Penelope Sewall;69.0;Home Office;Boise;83701;Idaho;West
Michelle Lonsdale;69.0;Home Office;Glen Ellyn;60137;Illinois;Central
Anthony Rawles;69.0;Small Business;Fountain;80817;Colorado;West
Michelle Lonsdale;69.0;Home Office;Glendale Heights;60139;Illinois;Central
Logan Haushalter;69.0;Corporate;New City;10956;New York;East
Rick Duston;69.0;Corporate;East Hartford;6108;Connecticut;East
Joni Sundaresam;69.0;Home Office;Midland;79701;Texas;Central
Pierre Wener;69.0;Home Office;Bennington;5201;Vermont;East
Darren Budd;69.0;Consumer;Atascadero;93422;California;West
Sarah Jordon;69.0;Consumer;Minneapolis;55407;Minnesota;Central
Sally Knutson;69.0;Corporate;Marshalltown;50158;Iowa;Central
Pierre Wener;69.0;Home Office;Auburn;4210;Maine;East
Dennis Bolton;69.0;Small Business;Pittsburg;66762;Kansas;Central
Patrick O'Donnell;69.0;Home Office;Menomonee Falls;53051;Wisconsin;Central
George Zrebassa;69.0;Home Office;Saco;4072;Maine;East
Rick Wilson;69.0;Corporate;Wilson;27893;North Carolina;South
Roy Phan;69.0;Corporate;Burien;98146;Washington;West
Edward Hooks;69.0;Consumer;Carol Stream;60188;Illinois;Central
Roy Phan;69.0;Corporate;Des Moines;98198;Washington;West
George Zrebassa;69.0;Home Office;Attleboro;2703;MA;East
Anthony O'Donnell;69.0;Consumer;Louisville;80027;Colorado;West
Stewart Visinsky;69.0;Corporate;Schenectady;12306;New York;East
Valerie Takahito;69.0;Consumer;Taylors;29687;South Carolina;South
Bill Stewart;69.0;Corporate;San Juan;78589;Texas;Central
Rick Bensley;69.0;Consumer;Plantation;33317;Florida;South
Rick Bensley;69.0;Consumer;Plant City;33566;Florida;South
Valerie Takahito;69.0;Consumer;Tampa;33614;Florida;South
Khloe Miller;69.0;Home Office;Royal Oak;48073;Michigan;Central
Cassandra Brandow;69.0;Home Office;Salem;97301;Oregon;West
Liz Carlisle;69.0;Corporate;Hickory;28601;North Carolina;South
Valerie Mitchum;69.0;Home Office;Dumont;7628;New Jersey;East
Darren Budd;69.0;Consumer;Baytown;77520;Texas;Central
Valerie Mitchum;69.0;Home Office;Dundalk;21222;Maryland;East
Toby Grace;69.0;Home Office;Hinesville;31313;Georgia;South
Roland Murray;69.0;Home Office;North Las Vegas;89031;Nevada;West
Luke Foster;69.0;Corporate;Bangor;4401;Maine;East
Pauline Webber;69.0;Consumer;Roswell;88201;New Mexico;West
Sheri Gordon;69.0;Corporate;Rochester;14609;New York;East
Sheri Gordon;69.0;Corporate;Rome;13440;New York;East
Bill Shonely;69.0;Small Business;Waterville;4901;Maine;East
Bill Shonely;69.0;Small Business;Long Beach;90805;California;West
Eric Murdock;69.0;Home Office;Inglewood;90301;California;West
Daniel Raglin;69.0;Corporate;Mustang;73064;Oklahoma;Central
Daniel Raglin;70.0;Corporate;Rutland;5701;Vermont;East
Troy Blackwell;70.0;Home Office;Lake Worth;33461;Florida;South
Ken Dana;70.0;Corporate;Bozeman;59715;Montana;West
Christine Abelman;70.0;Corporate;Spokane;99207;Washington;West
Grant Thornton;70.0;Corporate;Morgan Hill;95037;California;West
Nora Pelletier;70.0;Corporate;Winter Haven;33881;Florida;South
Stephanie Ulpright;70.0;Consumer;Akron;44312;Ohio;East
Nick Crebassa;70.0;Corporate;Bossier City;71111;Louisiana;South
Carol Triggs;70.0;Home Office;West Seneca;14224;New York;East
Ken Black;70.0;Consumer;Pine Bluff;71603;Arkansas;South
Rob Haberlin;70.0;Consumer;Mason City;50401;Iowa;Central
Rob Haberlin;70.0;Consumer;Pittsburgh;15122;Pennsylvania;East
Mitch Gastineau;70.0;Small Business;Hobbs;88240;New Mexico;West
Barry French;70.0;Consumer;Tinley Park;60477;Illinois;Central
Luke Foster;70.0;Corporate;Chico;95928;California;West
Jim Epp;70.0;Small Business;Blacksburg;24060;Virginia;South
Lela Donovan;70.0;Corporate;Southfield;48034;Michigan;Central
Lela Donovan;70.0;Corporate;Southgate;48195;Michigan;Central
Adam Bellavance;70.0;Small Business;Helena;59601;Montana;West
Cyra Reiten;70.0;Consumer;Hacienda Heights;91745;California;West
Rob Haberlin;70.0;Corporate;Pittsburgh;15122;Pennsylvania;East
Chris Cortes;70.0;Consumer;Rutland;5701;Vermont;East
Dan Campbell;70.0;Small Business;Wallingford;6492;Connecticut;East
Dan Campbell;70.0;Small Business;Augusta;4330;Maine;East
Dan Campbell;70.0;Small Business;Hemet;92544;California;West
Max Jones;70.0;Home Office;Reading;19601;Pennsylvania;East
Theone Pippenger;70.0;Corporate;Plymouth;55441;Minnesota;Central
Anemone Ratner;70.0;Small Business;Colonial Heights;23834;Virginia;South
Larry Tron;70.0;Home Office;Kearns;84118;Utah;West
Jack Garza;70.0;Corporate;Daytona Beach;32114;Florida;South
Julie Creighton;70.0;Corporate;Ankeny;50021;Iowa;Central
Julie Creighton;70.0;Corporate;Bettendorf;52722;Iowa;Central
Tony Sayre;70.0;Small Business;Marysville;98270;Washington;West
Ryan Crowe;70.0;Small Business;North Miami Beach;33160;Florida;South
David Philippe;70.0;Consumer;Sulphur Springs;75482;Texas;Central
Shahid Shariari;70.0;Corporate;Novi;48375;Michigan;Central
Alan Barnes;70.0;Corporate;Streamwood;60107;Illinois;Central
Giulietta Dortch;70.0;Small Business;Sunnyvale;94086;California;West
Neoma Murray;70.0;Small Business;Statesboro;30458;Georgia;South
Liz Price;70.0;Corporate;Fort Thomas;41075;Kentucky;South
Joy Bell;70.0;Home Office;Elmhurst;60126;Illinois;Central
Fred Harton;70.0;Home Office;Denver;80219;Colorado;West
Speros Goranitis;70.0;Corporate;Hudson;3051;New Hampshire;East
William Brown;70.0;Corporate;Marietta;30062;Georgia;South
Art Foster;70.0;Home Office;Highlands Ranch;80126;Colorado;West
Sanjit Chand;70.0;Home Office;Waterloo;50701;Iowa;Central
Jonathan Doherty;70.0;Corporate;Greensboro;27405;North Carolina;South
Brad Eason;70.0;Small Business;Tinley Park;60477;Illinois;Central
Saphhira Shifley;70.0;Corporate;Aiken;29801;South Carolina;South
Saphhira Shifley;70.0;Corporate;Anderson;29624;South Carolina;South
Bryan Spruell;70.0;Home Office;Santa Clara;95051;California;West
Michael Paige;70.0;Small Business;Plainfield;6374;Connecticut;East
Doug Bickford;70.0;Corporate;Skokie;60076;Illinois;Central
Maribeth Yedwab;70.0;Home Office;Louisville;40214;Kentucky;South
Tom Prescott;70.0;Small Business;Eagle;83616;Idaho;West
Jonathan Doherty;70.0;Corporate;Goldsboro;27534;North Carolina;South
Michael Dominguez;70.0;Home Office;Greensburg;15601;Pennsylvania;East
Sylvia Foulston;70.0;Corporate;Gorham;4038;Maine;East
Tony Sayre;70.0;Home Office;Mount Vernon;98273;Washington;West
Rose O'Brian;70.0;Home Office;Tulsa;74133;Oklahoma;Central
Cassandra Brandow;70.0;Home Office;Salem;97301;Oregon;West
Bill Donatelli;70.0;Small Business;Lincoln;68502;Nebraska;Central
Dennis Pardue;70.0;Small Business;Durham;27707;North Carolina;South
John Murray;70.0;Small Business;Moscow;83843;Idaho;West
Mary Zewe;70.0;Corporate;Jefferson City;65109;MO;Central
Barry Gonzalez;70.0;Consumer;Parkville;21234;Maryland;East
Becky Pak;70.0;Corporate;Portland;97206;Oregon;West
Arthur Prichep;70.0;Home Office;Cleveland;44105;Ohio;East
Matt Connell;70.0;Corporate;Massillon;44646;Ohio;East
Kelly Andreada;70.0;Home Office;Greenville;29611;South Carolina;South
Muhammed Lee;70.0;Corporate;Anaheim;92804;California;West
Clay Ludtke;70.0;Consumer;Brooklyn;11226;New York;East
Jay Fine;71.0;Consumer;Sacramento;95823;California;West
Jay Fine;71.0;Consumer;Salinas;93905;California;West
Patrick Ryan;70.0;Corporate;Athens;30605;Georgia;South
Khloe Miller;71.0;Consumer;Shelby;49455;Michigan;Central
Phillip Breyer;71.0;Corporate;Muskego;53150;Wisconsin;Central
Ivan Gibson;71.0;Corporate;University City;63130;MO;Central
Karen Ferguson;71.0;Home Office;Holbrook;11741;New York;East
Liz Willingham;71.0;Corporate;Ithaca;14853;New York;East
Tom Boeckenhauer;71.0;Corporate;Eugene;97405;Oregon;West
Jack O'Briant;71.0;Small Business;Greenville;38701;Mississippi;South
Ivan Liston;71.0;Consumer;La Quinta;92253;California;West
Laurel Elliston;71.0;Home Office;Hampton;23666;Virginia;South
Laurel Elliston;71.0;Home Office;Harrisonburg;22801;Virginia;South
Yoseph Carroll;71.0;Consumer;Pullman;99163;Washington;West
Erin Ashbrook;71.0;Consumer;Flower Mound;75028;Texas;Central
Anthony Witt;71.0;Corporate;Farragut;37922;Tennessee;South
Liz Willingham;71.0;Home Office;Ithaca;14853;New York;East
Pauline Chand;71.0;Corporate;Muskogee;74403;Oklahoma;Central
Duane Huffman;71.0;Small Business;Laredo;78041;Texas;Central
Pauline Chand;71.0;Corporate;Norman;73071;Oklahoma;Central
John Murray;71.0;Small Business;Moscow;83843;Idaho;West
Matthew Grinstein;71.0;Small Business;Farmington;87401;New Mexico;West
Matthew Grinstein;71.0;Small Business;Hobbs;88240;New Mexico;West
Sheri Gordon;71.0;Corporate;Van Buren;72956;Arkansas;South
Grant Carroll;71.0;Small Business;Crystal Lake;60014;Illinois;Central
Lisa Hazard;71.0;Home Office;Albuquerque;87105;New Mexico;West
Debra Catini;71.0;Small Business;Hackensack;7601;New Jersey;East
Damala Kotsonis;71.0;Corporate;Boston;2210;MA;East
Philip Brown;71.0;Home Office;Lake Jackson;77566;Texas;Central
Jill Matthias;71.0;Consumer;Laguna Hills;92653;California;West
Damala Kotsonis;71.0;Corporate;Newington;6111;Connecticut;East
Patrick Ryan;71.0;Corporate;Winter Springs;32708;Florida;South
Logan Haushalter;71.0;Corporate;Mount Vernon;10550;New York;East
Juliana Krohn;71.0;Corporate;San Francisco;94110;California;West
Steve Nguyen;71.0;Consumer;Strongsville;44136;Ohio;East
Beth Thompson;71.0;Corporate;Belvidere;61008;Illinois;Central
Benjamin Patterson;71.0;Corporate;King of Prussia;19406;Pennsylvania;East
Jack O'Briant;71.0;Small Business;Clinton;39056;Mississippi;South
Christine Abelman;71.0;Corporate;Rose Hill;24281;Virginia;South
Odella Nelson;71.0;Small Business;York;17403;Pennsylvania;East
Dave Kipp;71.0;Consumer;Rancho Cucamonga;91730;California;West
Giulietta Baptist;71.0;Home Office;Hobart;46342;Indiana;Central
Michelle Arnett;71.0;Home Office;Marion;52302;Iowa;Central
Anthony Rawles;71.0;Small Business;Greeley;80634;Colorado;West
Ricardo Emerson;71.0;Corporate;Lincoln Park;48146;Michigan;Central
Katherine Hughes;71.0;Consumer;Chesapeake;23320;Virginia;South
Jennifer Jackson;71.0;Home Office;Jackson;39212;Mississippi;South
Jim Karlsson;71.0;Small Business;Beckley;25801;West Virginia;East
Jim Karlsson;71.0;Small Business;Newton;67114;Kansas;Central
Gary Zandusky;71.0;Home Office;Wichita Falls;76308;Texas;Central
Darren Budd;71.0;Home Office;Atascadero;93422;California;West
Clay Cheatham;71.0;Small Business;Vancouver;98661;Washington;West
Quincy Jones;71.0;Corporate;Bullhead City;86442;Arizona;West
Frank Atkinson;71.0;Corporate;Concord;3301;New Hampshire;East
Janet Martin;71.0;Corporate;La Quinta;92253;California;West
Ritsa Hightower;71.0;Corporate;Ponca City;74601;Oklahoma;Central
Darren Koutras;71.0;Consumer;Sparks;89431;Nevada;West
Lindsay Shagiari;71.0;Home Office;Mason;45040;Ohio;East
Paul Knutson;72.0;Corporate;South Burlington;5403;Vermont;East
Alan Shonely;72.0;Small Business;Duxbury;2331;MA;East
Ben Peterman;72.0;Corporate;Cliffside Park;7010;New Jersey;East
Matthew Grinstein;72.0;Small Business;Hobbs;88240;New Mexico;West
Lindsay Shagiari;72.0;Home Office;Mason;45040;Ohio;East
Chad Sievert;71.0;Corporate;Saint Paul;55106;Minnesota;Central
Ben Peterman;72.0;Corporate;Seymour;6478;Connecticut;East
Cindy Chapman;72.0;Consumer;Peoria;85345;Arizona;West
Duane Benoit;72.0;Home Office;Easton;18040;Pennsylvania;East
Carlos Soltero;72.0;Small Business;Woodridge;60517;Illinois;Central
Barry Gonzalez;72.0;Consumer;Potomac;20854;Maryland;East
Jeremy Ellison;72.0;Small Business;Friendswood;77546;Texas;Central
Pamela Stobb;72.0;Consumer;Ossining;10562;New York;East
Harold Ryan;72.0;Home Office;Westlake;44145;Ohio;East
Denny Ordway;72.0;Small Business;Woodland;95695;California;West
Sanjit Chand;72.0;Home Office;West Des Moines;50265;Iowa;Central
Ivan Liston;72.0;Consumer;Kingsville;78363;Texas;Central
Carlos Soltero;72.0;Consumer;Anderson;46016;Indiana;Central
Helen Andreada;72.0;Corporate;Ozark;65721;MO;Central
Amy Hunt;72.0;Small Business;La Vergne;37086;Tennessee;South
Brendan Murry;72.0;Corporate;Fresno;93727;California;West
Erica Hernandez;72.0;Small Business;Vineland;8360;New Jersey;East
Brendan Murry;72.0;Corporate;Montclair;7042;New Jersey;East
Erica Hernandez;72.0;Small Business;Waltham;2451;MA;East
Henia Zydlo;72.0;Home Office;Coral Springs;33065;Florida;South
Guy Armstrong;72.0;Corporate;Jeffersonville;47130;Indiana;Central
Jill Fjeld;72.0;Home Office;Palm Beach Gardens;33403;Florida;South
Catherine Glotzbach;72.0;Home Office;Salem;97301;Oregon;West
Darren Budd;72.0;Corporate;Amarillo;79109;Texas;Central
Darren Powers;72.0;Corporate;Eagle;83616;Idaho;West
Carlos Daly;72.0;Corporate;Peoria;61604;Illinois;Central
Cindy Chapman;72.0;Corporate;Phoenix;85023;Arizona;West
Gary Hwang;72.0;Home Office;Bradenton;34210;Florida;South
Brad Thomas;72.0;Corporate;Danvers;1923;MA;East
Ken Lonsdale;72.0;Consumer;University City;63130;MO;Central
Brad Thomas;72.0;Corporate;Newark;7101;New Jersey;East
Brad Thomas;72.0;Corporate;Norwich;6360;Connecticut;East
Raymond Book;72.0;Consumer;Auburn;98002;Washington;West
David Philippe;72.0;Consumer;Prior Lake;55372;Minnesota;Central
Jason Klamczynski;72.0;Small Business;Woodmere;11598;New York;East
Angele Hood;72.0;Consumer;Olathe;66062;Kansas;Central
Ed Braxton;72.0;Home Office;Temecula;92592;California;West
Meg O'Connel;72.0;Small Business;Kansas City;64130;MO;Central
Dorris Love;72.0;Home Office;Dix Hills;11746;New York;East
Liz Carlisle;72.0;Corporate;Hickory;28601;North Carolina;South
Neil Knudson;72.0;Corporate;Salisbury;28144;North Carolina;South
Marc Crier;72.0;Corporate;West Memphis;72301;Arkansas;South
